序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag
375,【2017年1至7月全省普通公路完成投资情况出炉】#市州动态#2017年1—7月，全省普通公路完成投资509.7亿元，占年度目标79.6%。其中，干线公路301.9亿元、农村公路179亿元、其他专项28.6亿元，分别占年度目标的75.5%、89.5%、71.6%。全省普通公路新改建国省干线公路1254公里、农村公路16803公里，分 ????...展开全文c,8月4日 17:02,转发,2,1,360安全浏览器,Ffyj88nly,0
376,【成都多辆克隆出租被查：搜出假钞、辣椒水和电棍】#市州动态#8月3日中午，成都市交委执法总队和公安民警来到成都武侯一小区内，查获了一辆克隆出租车，司机已逃之夭夭。最近一个月，执法部门共查获6辆克隆出租车，不仅搜出用来干扰计价器的电子脉冲、辣椒水、催泪瓦斯和假钞，甚至搜出了一根电棍 ????...展开全文c,8月4日 15:02,1,6,2,360安全浏览器,Ffxwyuahs,0
377,【成都公交司机帮婆婆提重物上车 网友：成都师傅都很nice】#交通分享#图片中，乘客老婆婆用扁担挑着满满四箩筐水果和一袋杂物，在公交站台等车。一辆6路公交车到站后，司机大哥主动下车帮老婆婆把箩筐都搬上了车，旁边的乘客也纷纷参与帮助，暖心的一幕被网友用图片记录了下来。成都青白江区6路公 ????...展开全文c,8月4日 14:22,1,6,14,360安全浏览器,Ffxg5gcFl,0
378,【泸州古蔺首开至乡镇公交 县城可直达大黑洞景区】#交通民生#古蔺县城至箭竹苗族乡、古蔺县城至永乐镇的2条城乡公交客运线路开始试运行。这是古蔺县首次开通县城至乡镇的农村公交线路。自此，古蔺县城至箭竹苗族乡大黑洞景区也有了直达公交车。此次开行的公交车，全程只需4元即可从县城直达大黑 ????...展开全文c,8月4日 11:30,1,评论,3,微博 weibo.com,Ffw8etNtR,0
379,【交通运输部：上半年公路水路完成固定资产投资9673亿元】#交通动态#同比增长23.8%，已完成全年1.8万亿元投资目标的53.7%。在交通“补短板”方面，上半年建成通车高速公路项目11个、600余公里，新开工项目46个、2916公里。贫困地区公路投资完成全年计划的50.1%，建制村通硬化路实现率也接近50%。,8月4日 09:30,1,评论,1,微博 weibo.com,Ffvlwyp9I,0
380,#四川早安#可以不光芒万丈，但不能停止自己发光。早安～ ????,8月4日 08:30,1,3,3,微博 weibo.com,FfuXaA8vZ,0
381,#四川晚安#生命中真正重要的不是你遭遇了什么，而是你记住了哪些事，又是如何铭记的。——马尔克斯《百年孤独》 ? ????,8月3日 23:00,转发,1,4,微博 weibo.com,FfrdOxjlA,0
382,【宝康路工程进入扫尾阶段 预计11月完工】#交通动态#宝康路始于雅安市宝兴县城两河口，经宝兴县五龙乡、陇东镇、永富乡最终连接甘孜州康定县捧塔乡两河口村，全长81.47km。该工程为道路提升改造工程。其中，宝康路A标段从宝兴县两河口至永富乡中岗村土巴沟电站，为沥青砼路面。于2014年初开工，2016年 ????...展开全文c,8月3日 17:48,转发,评论,4,360安全浏览器,FfpbuerYC,0
383,【成都交委火车站整治违规出租 两的哥不打表议价被查】#市州动态#8月1日深夜，成都市交委执法总队在火车北站整治违规出租车，当晚有两辆不打表公然议价的出租车被挡。不按规定打表、公然喊高价，两名出租车司机做出上述违规行为后，均将面临1000- 5000元处罚。如果市民遭遇出租车不打表只喊价、拒 ????...展开全文c,8月3日 16:24,4,6,3,360安全浏览器,FfoDmfubn,0
384,【共享单车发展指导意见出台 鼓励采用免押金方式提供租赁服务】#交通要闻#今日交通运输部联合国家发展改革委、工业和信息化部、公安部等10部门正式出台了《关于鼓励和规范互联网租赁自行车发展的指导意见》。《指导意见》鼓励采用免押金方式提供租赁服务，企业已收取押金或者预付资金的，要在注 ????...展开全文c,8月3日 14:46,5,1,2,360安全浏览器,FfnZBxjSV,0
385,【巴万高速通江段最长隧道—高长寨隧道8月10日开挖】#交通动态#巴万高速公路总投资173亿元、全长119公里，共有10个标段。高长寨隧道是巴万高速IV标段的重点控制性工程之一，进口位于通江县麻石镇金刚寺村6社，出口位于通江县云昙乡印顶寨村7社，是巴万高速通江段最长隧道，左洞长3880米，右洞长3 ????...展开全文c,8月3日 11:30,2,1,2,微博 weibo.com,FfmHKgVHT,0
386,【甘孜州交通建设年度目标任务完成过半】#市州动态#今年上半年，甘孜州共完成交通投资45亿元，共建成通乡油路356.4公里、通村硬化路2573.9公里、农村公路安保工程656公里；完成了7个县级客运站、14个乡镇客运站、166个村招呼站和一个超限检测站的开工建设；另外，还完成了公路大中修工程投资996. ????...展开全文c,8月3日 09:30,1,1,3,微博 weibo.com,FflV21fkD,0
387,#四川早安#生命中有一个奇妙的逻辑，如果你真的过好今天，明天一定也不错。早安！加油！ ????,8月3日 08:30,1,2,4,微博 weibo.com,FflwGmNjw,0
388,#四川晚安#并不是你面对了，任何事情都能改变。但是，如果你不肯面对，那什么也变不了。晚安！ ????,8月2日 23:00,3,2,3,微博 weibo.com,FfhNk0qtB,0
389,【阿坝州下达农村公路养护资金2237万元】#市州动态#日前，阿坝州财政下达2017年农村公路养护资金2237万元，对全州409公里道路进行公路养护。其中：县道21公里，乡道30公里，村道358公里。此项补助资金按照县道0.7万元/年公里、乡道0.35万元/年公里、村道0.1万元/年公里进行补助，同时要求各县要 ????...展开全文c,8月2日 17:30,转发,评论,5,微博 weibo.com,FffDnbU8l,0
390,【暖心！乐山5路公交车开通“菜农专车”】#交通民生#菜农坐公交早班车进城卖菜，其他乘客又嫌菜农的背篼占地方，如何解决？近日，乐山市公交总公司相关负责人现场进行调研后，决定于8月1日起开通菜农专用加班车，这趟加班车提前发车，每天早上6：50从“关庙乡”公交站出发，专门载菜农进城卖菜。,8月2日 17:12,1,8,13,360安全浏览器,Fffw905DB,0
391,【雪山梁隧道10月试行通车长7.98公里】#交通动态#松潘雪山梁隧道将在今年10份达到通车试运行条件。项目路线全长17.5公里，其中隧道达到7.98公里，是目前阿坝州州最长的隧道，采用二级公路技术标准设计施工，设计车速每小时60公里。通车后，比原线路将缩短23公里，方便了旅游车辆和过往群众通行。,8月2日 15:50,3,评论,4,360安全浏览器,FfeZ10Yzf,0
392,【这些战士，用热血凿出一条进藏路】#交通分享#二郎山是内地通往青藏高原的第一道天堑。1950年，中国人民解放军十八军官兵登山筑路。他们身着薄棉衣，身上捆着绳子吊在半山腰，一人扶钢钎，一人挥铁锤，三个月打通二郎山，四年修通川藏线，4963名战士为此长眠高山。致敬！L央视新闻的秒拍视频,8月2日 13:30,9,2,17,微博 weibo.com,Ffe3XkMO7,0
393,【旺苍县白燕路（卢家坝至麻英）公路改建工程进展顺利】#市州动态#目前该工程已全面完成路基施工，正进行路面混凝土铺装，累计完成投资1100万元、占计划投资的46%。白燕路（卢家坝至麻英）公路工程起于白水镇卢家坝，途经观音桥、龙珠、小岩、水峰、旗杆，止于麻英乡，全长13公里。该项目拟建成 ????...展开全文c,8月2日 11:30,1,1,3,微博 weibo.com,FfdhfoDpF,0
394,【巴万高速杨柏隧道主洞开挖150米】#交通动态#杨柏隧道进口位于通江县杨柏乡鹿溪沟村，出口位于通江县广纳镇碑垭湾村，隧道左线长2843米，右线长2821米，是巴万高速第一个开工建设的重点控制性工程，自今年4月开工以来，施工方撸起袖子加油干，全力推进施工进度。目前，杨柏隧道进口左洞开挖101 ????...展开全文c,8月2日 09:30,5,1,6,微博 weibo.com,Ffcuxwjt7,0
395,#四川早安#我愿能朝着太阳生长，做一个温暖的人，不卑不亢，清澈生活。早安! ????,8月2日 08:30,2,3,2,微博 weibo.com,Ffc6bvzUC,0
396,【长大后，我就成了你】#四川晚安#当年看见空降兵用血肉模糊的双手，扒开废墟挖出同学的四川小男孩，如今已成为空降兵连黄继光班副班长！活成了偶像的样子，真好！（央视）L一段特殊的当兵故事：长大后，我就成了你！ ????,8月1日 23:00,3,1,6,微博 weibo.com,Ff8mP7Gk5,0
397,【《中国高速公路建设实录》即将出版】#交通动态#历经3年多的努力，《实录》综合卷及《中国高速公路发展全舆图》《中国高速公路建设实录U阅通》《中国公路峡谷大桥》等已编撰完成，多数省（区、市）的地方分卷也基本编撰完成。其中，综合卷共5篇12章83节，130余万字。,8月1日 17:44,转发,评论,1,360安全浏览器,Ff6iNDzf0,0
398,【广元将在810超市 布20个IC卡代充点】#交通民生#8月底，广元市将新购22台电动公交车补充城市公交运力，届时18路公交车车辆或增加到8至10辆。同时，市公交公司公司与810超市洽谈了公交IC卡代充业务，计划布点20个，目前首批10个点已经与超市签订了协议，采购了设备，预计8月能提供代充服务。,8月1日 15:55,2,评论,3,360安全浏览器,Ff5Aqlvkx,0
399,【8月起成都市交委落实错时延时 双流机场7×24小时执法】#市州#为全面落实“错时工作、延时服务”试点改革，提高服务和监管效率，根据城市交通运输管理工作性质和特点，8月1日起，成都市交委将实施不定时工作制。届时，成都市交通运输行政执法总队和交通运输委员会道路运输管理处将根据工作实际实 ????...展开全文c,8月1日 14:12,3,1,1,360安全浏览器,Ff4UMA0Mn,0
400,【四川省人民政府同意设立四川交通技师学院】#交通要闻#省政府同意在四川交通运输职业学校的基础上设立四川交通技师学院。四川交通技师学院设立后，其行政隶属关系、办学管理体制、经费渠道等不变，教学指导工作由人力资源社会保障厅负责。 交通运输厅要加大对学院的政策扶持和资金投入力度，督促学院 ????...展开全文c,8月1日 14:11,1,7,2,360安全浏览器,Ff4UuhJ8t,0
401,【四川运管加强道路运输联网联控】#交通动态#为切实提升道路运输安全监管水平，近日，四川省交通运输厅运管局安排部署全省道路运输联网联控系统应用工作。根据要求，各级运管机构进一步清理道路运政系统数据，更新相关数据信息，为联网联控系统、电子运单管理、无车承运人运行提供准确完整的数据 ????...展开全文c,8月1日 09:30,6,评论,赞,微博 weibo.com,Ff342jueu,0
402,#四川早安#没错，你身上一定有能让你发光的东西，那是你自己的节奏，那是你与众不同的东西。那是你的路，你必须自己走，才能找到出口。—— 卢思浩 《愿有人陪你颠沛流离》 ????,8月1日 08:30,3,2,4,微博 weibo.com,Ff2FGkI95,0
403,【重庆网红轻轨二号线火了】#交通分享#重庆网红轻轨二号线。在穿过居民楼的时候，不知哪户人家的被子掉在轨道上，于是驾驶员停车开门，用棍撩撩被子……驾驶员：“莫慌，我来救你了！”被子：“我不要面子的啊！” L秒拍视频 ????,7月31日 17:35,3,1,12,360安全浏览器,FeWOrtxp9,0
404,【交通运输部：133个城市已公布网约车实施细则】#交通动态#网约车政策实施一周年来，各省市政策推进落实情况如何？截至7月26日，有24个省（区）发布了出租车改革实施意见，北京、上海、天津等133个城市公布了出租汽车改革落地实施细则，还有86个城市已经或正在公开征求意见。,7月31日 15:33,2,评论,赞,360安全浏览器,FeW1fFxyn,0
405,【半年铺设12000公里 四川全省贫困村99.8%道路硬化】#交通民生#今年上半年我省新增农村公路12000公里，完成年度目标的80%；建成渡改桥60座，完成年度目标的66.7%。同时，上半年全省交通精准扶贫完成投资272.7亿元，新增1000个贫困村通硬化路。16个脱贫摘帽县，已累计实现4558个建制村通硬化路， ????...展开全文c,7月31日 14:30,6,4,3,微博 weibo.com,FeVBjBCKE,0
406,【阿坝州运管处专项整治道路旅游客运】#市州动态#2017年7月18日至26日，阿坝州运管处安排茂县、松潘、九寨沟三县市运管所，联合各地交警部门开展了道路旅游客运市场经营秩序专项整治行动。通过9天的专项整治，茂县、松潘、九寨沟三县市共检查旅游营运车辆2166辆次(其中茂县1270辆，松潘458辆、九寨沟43 ????...展开全文c,7月31日 13:30,3,评论,1,微博 weibo.com,FeVcXFphK,0
407,【5条高速贯穿全境 西充打造川东北次级交通枢纽】#市州动态#西充的过境高速公路建设密集度在全省位居前列。目前有5条高速公路过境西充，总里程达119.8公里。除正在加紧建设的绵西高速公路， 过境西充的广南、成德南、南巴、遂西4条高速公路已经实现通车，并在西充境内建有枢纽互通4处、接地互通9处、服 ????...展开全文c,7月31日 11:30,10,2,5,微博 weibo.com,FeUqfnOJy,0
