序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag,dataID,FeatureID,DataSource,Score
91,#你为何选择四川或不选四川#【开放的四川，腾飞的未来——第二届西博会进出口展暨国际投资大会即将拉开大幕】9月15日，第二届中国西部国际博览会进出口商品展暨中国西部(四川)国际投资大会将在成都拉开大幕。盛会的一大看点是，首次设立“一带一路”产业合作展区和旅游展区，36个“一带一路”沿线国家 ????????...展开全文c, 9月14日 17:38,1,评论,1,iPhone 6s,FlN4hxTnD,0,91,-68,1,0.7149809540991336
92,#你为何选择四川或不选四川#【六大精品旅游线路任你选】世界级旅游资源是四川建设世界旅游目的地的基底。瞄准境外游客的口味，我省推出六大精品旅游线路，让全球游客来了四川就再也不想离开。°六大精品旅游线路任你选 ????????, 9月14日 17:37,转发,评论,2,iPhone 6s,FlN3I2esN,0,92,-69,1,0.6760024865196943
93,【汶川克龙线水毁路修复工程下月完工】9月13日下午，记者在G317线克枯乡至龙溪乡部分路基水毁段现场看到，工人们正在紧急施工，自8月底开始，汶川县全面启动G317线克龙线水毁公路 的“治疗”。截止目前，塌方已全部清理完毕，挡墙修复全面展开，预计10月中旬将全面完成路基修复工程。 ????????, 9月14日 16:57,转发,评论,1,微博 weibo.com,FlMNrz2Wi,0,93,-70,1,0.7823388792856039
94,【“寄语党十九大”微视频制作走进茂县】近日，由国家民委、中央网信办联合开展的“56个民族儿女寄语党的十九大”微视频制作活动走进茂县三龙乡纳呼村合心坝组进行拍摄。据介绍，此次茂县拍摄点以州政协委员杨佳丽为主线，结合“提升文明素养????激发内生活力 携手脱贫奔康”送文化进乡村、进寺庙暨“一 ????????...展开全文c, 9月14日 16:55,2,评论,10,微博 weibo.com,FlMMEbILz,0,94,-71,1,0.6981412844657897
95,【壤塘南木达敬老院获赠棉衣拐杖90余套】9月13日，参加“同心??共铸中国心””健康扶贫阿坝行公益活动的医疗专家继续在壤塘县人民医院、南木达、中壤塘、上杜柯乡、上寨乡等五个义诊点开展义诊活动。据统计，当日共接待义诊群众1307人，在南木达敬老院，专家们为老人们发放棉衣和铝合金四脚拐杖90余套 ????????...展开全文c, 9月14日 16:53,3,1,13,微博 weibo.com,FlMLSl20C,0,95,-72,1,0.6741576118633746
96,【民族地区教育发展先行实验区落户理县】9月14日，国家教育部“民族地区教育发展先行实验区”授牌仪式予在理县举行，这标志着全国首个“民族地区教育发展先行实验区”在理县安家落户。据了解，“民族地区教育发展先行实验区”在理县的成立，旨在针对民族地区教育改革与发展中存在的问题特别是教育教学 ????????...展开全文c, 9月14日 16:48,转发,评论,赞,微博 weibo.com,FlMJMBMFZ,0,96,-73,1,0.6403303488738388
97,发布了头条文章：《木卡羌寨：当“老寨子”遇上“新模式”》 °木卡羌寨：当“老寨子”遇上“新模式” ????????, 9月14日 16:46,转发,评论,赞,微博 weibo.com,FlMJe2gOV,0,97,-74,1,0.5530395821568816
98,【黑水发出首张全程电子化营业执照】近日，黑水县向黑水县岷兵商贸有限责任公司颁发了该县首张全程电子化登记企业营业执照，标志着黑水县工商登记注册真正进入“网上申报、网上受理、网上审核、网上发照、电子归档”的无纸化时代。 ????????, 9月14日 16:43,转发,评论,赞,微博 weibo.com,FlMHEujZi,0,98,-75,1,0.7283423535458594
99,【汶川：2.1亿扶贫资金助力脱贫攻坚】9月13日，记者从汶川县国资办获悉，在省农发行和州农发行的大力关心和支持下，按照涉农资金整合政策，汶川县向农发行阿坝分行争取到扶贫项目建设资金2.1亿元，将用于汶川县旅游扶贫龙溪乡阿尔基础设施建设项目和阿坝州川青甘高原物流产业园区建设项目。 ????????, 9月14日 16:41,转发,评论,赞,微博 weibo.com,FlMH6eXl9,0,99,-76,1,0.7497783249834329
100,【马尔康市卓克基小学开设嘉绒文化课程】为使嘉绒文化代代相传，让嘉绒文化走进校园，近日，马尔康市卓克基中心校举行了“嘉绒文化进校园”系列活动启动仪式。据了解，该校共开设5门相关课程：唐卡绘画、头帕刺绣、彩带编制、藏文书法、嘉绒藏语。每门课程都邀请了校外民间专家来当辅导老师。启动仪式 ????????...展开全文c, 9月14日 16:39,1,1,3,微博 weibo.com,FlMGnjdif,0,100,-77,1,0.7220150817543417
101,【36名优秀选调生赴九寨沟协助灾后重建】为切实加强九寨沟“8??8”地震灾后重建工作，省委组织部从全省集中选派了36名具有相关专业背景的优秀选调生赴九寨沟地震灾区挂职一年，协助开展灾后重建、脱贫攻坚、旅游发展等相关工作。据悉，此次选派的36名选调生，来自省直部门和成都、自贡、攀枝花、德阳等 ????????...展开全文c, 9月14日 16:36,2,2,5,微博 weibo.com,FlMETpLoy,1,101,3,1,0.704499565880105
102,#你为何选择或不选择四川#【国庆八天，说走咱就走哇！免费机票送给你！ 】O国庆八天，说走咱就走哇！免费机票送给你！ ????????, 9月14日 10:52,转发,1,1,微博 weibo.com,FlKpcxLZZ,0,102,-78,1,0.6787695684193373
103,#阿坝天气# 今天是2017年9月14日 星期四 农历七月廿四 。今日我州除金川是多云转小雨，阿坝是中雨转小雨，红原是小雨转中雨，黑水是小雨转阴外，其他各地都是小雨。最高温度金川26℃，最低温度红原若尔盖5℃。秋衣渐凉，请注意添加衣物！ ????????, 9月14日 09:33,1,评论,赞,微博 weibo.com,FlJTp2ONg,0,103,-79,1,0.7284365971085429
104,【同心??共铸中国心阿坝行开展慰问贫困母亲活动】9月12日，同心??共铸中国心2017阿坝行壤塘县启动仪式在壤塘县体育馆举行。参加本次活动的专家志愿者120余人，经长途跋涉于顺利到达壤塘县，为当地藏羌同胞送医送药送温暖。启动仪式上，共铸中国心基金向壤壤县捐赠了880000元药品及款物。启动仪式后，医 ????????...展开全文c, 9月13日 18:16,1,评论,5,iPhone 6s,FlDSYpRiJ,0,104,-80,1,0.7348720369431376
105,#你为何选择或不选择四川#【习近平向联合国世界旅游组织第22届全体大会致贺词】联合国世界旅游组织第22届全体大会13日在四川成都开幕。国家主席习近平向大会致贺词。习近平指出，旅游是不同国家、不同文化交流互鉴的重要渠道，是发展经济、增加就业的有效手段，也是提高人民生活水平的重要产业。 ????????...展开全文c, 9月13日 17:51,转发,评论,2,iPhone 6s,FlDIKytNB,0,105,-81,1,0.7478933553075046
106,【华西医院专家在汶川开展大型义诊活动】2017全国“服务百姓健康行动”大型义诊活动周于今（13）日在汶川县启动。来自华西医院国家医疗队的专家们将从今日起为汶川群众免费开展医疗服务。据介绍，此次义诊活动为期三天，9月13日9:00-12:00在汶川县城锅庄广场开展；9月14日9:00-12:00在绵虒镇中心卫生院 ????????...展开全文c, 9月13日 16:38,转发,评论,1,微博 weibo.com,FlDfejA5l,0,106,-82,1,0.7525536686562598
107,【红原为贫困户安装668套“户户通”】为全面打赢文化脱贫攻坚战，2017年，红原县计划为全县11个乡镇贫困户安装“户户通”668套。日前，668套“户户通”已安装完毕，工作人员正分组赴各乡镇开展账户开通，播放调试等工作。 ????????, 9月13日 16:32,1,6,2,微博 weibo.com,FlDcSk9or,0,107,-83,1,0.7141383822030574
108,【小金县首批农村道路劝导站投入使用】今年，小金县积极推进农村公路劝导站的建设，目前，首批农村道路劝导站建成，并设立农村交通安全劝导员开展交通安全劝导工作。截至目前，小金首批农村道路劝导站建成2个，交通劝导员10名。交通安全劝导站的成立，将进一步提升该县农村道路交通安全管理水平，有效 ????????...展开全文c, 9月13日 16:31,转发,评论,赞,微博 weibo.com,FlDcxlba4,0,108,-84,1,0.6068491856891512
109,【阿坝州糖尿病爱心家园在州医院成立】9月12日，阿坝州糖尿病爱心家园在阿坝州人民医院成立。共铸中国心组委会向阿坝州人民医院捐赠了一批价值十多万元的药品、有氧运动计步器和教学用具。据了解，成年糖尿病患者每周进行至少150分钟（如每周运动5天，每次30分钟）中等强度（50％～70％最大心率，运动 ????????...展开全文c, 9月13日 16:22,转发,评论,赞,微博 weibo.com,FlD8CaaCI,0,109,-85,1,0.7139190452553927
110,【九寨沟地震灾后重建进行时】9月12日，记者沿省道301进入九寨沟县。一路上记者所见边坡防护、通讯保障、河道清阻等灾后重建施工正如火如荼地有序开展。 ????????, 9月13日 16:20,转发,评论,9,微博 weibo.com,FlD84uahS,1,110,4,1,0.7866878391939401
111,【胆大小偷变身“蜘蛛侠” 徒手攀爬入屋行窃】9月10日，位于马尔康市城区内某小区发生两起入室盗窃，疯狂小偷竟在光天化日之下化身为“蜘蛛侠”，爬入该小区二栋一单元十二楼和十四楼住户家中，成功盗窃现金4000余元、手机充电器1个。小区监控将小偷入室的全过程记录了下来。目前，犯罪嫌疑人郭 ????????...展开全文c, 9月13日 16:18,转发,1,11,微博 weibo.com,FlD7h7J0n,0,111,-86,1,0.7680519069667906
112,人民日报海外版头版头条点赞四川！6位诺奖得主缘何青睐四川O人民日报海外版头版头条点赞四川！6位诺奖得... ????????, 9月13日 10:36,转发,评论,赞,微博 weibo.com,FlASgwzgb,0,112,-87,1,0.7393473600252867
113,【九寨沟县首辆汽车客运班线复班】9月9日7时30分，九寨沟县汽车站，震后首辆客运班车满载47名乘客开往成都。经过为期一个月的应急运输，汽车站客运班线当日复班。据了解，由于绵阳市平武县的道路目前尚不具备大型客运车辆通行条件，开往成都、绵阳等地的客运班车需临时绕道省道301线、国道212线运行。 ????????...展开全文c, 9月13日 10:18,1,2,2,微博 weibo.com,FlAKZjxKF,1,113,5,1,0.7686437634902596
114,#阿坝天气# 今天是2017年9月13日 星期三 农历七月廿三。今日我州气温普遍下降，大部分地区有小雨或中雨。其中，金川和小金是多云转阴和阵雨转阴；红原和壤塘是阵雨转中雨和阵雨转小雨；若尔盖、九寨沟和阿坝是小雨转中雨；汶川和马尔康是阴转小雨；理县、茂县、黑水和松潘是小雨。最高温度金川27℃，最 ????????...展开全文c, 9月13日 09:48,转发,评论,1,微博 weibo.com,FlAyRiaYT,0,114,-88,1,0.6924129007782043
115,【戒烟或不在公共场合吸烟，支持的转！】“烟草每年杀死100万中国人，其中10万是不吸烟的无辜生命。”控烟是全球性健康议题，青年声音为遏制烟草流行发挥榜样作用。↓↓做“无烟下一代”！转发承诺！L世界卫生组织的微博视频（来源：人民日报） ????????, 9月12日 15:59,2,评论,3,微博 weibo.com,Fltz7qE6F,0,115,-89,1,0.6858014236862063
116,【阿坝州全面建立河长体系】自河长制工作全面推行以来，阿坝州在积极开展河湖名录清理的基础上，全面建立河长组织体系。阿坝州流域面积50平方公里以上的496条河流设立了州级河长23名、县级河长205名、乡级河长679名，实现了州、县、相乡三级河长全覆盖。州级21条重要河流设置了56个州级河长公示牌，县 ????????...展开全文c, 9月12日 15:53,转发,评论,1,微博 weibo.com,FltwuBvwP,0,116,-90,1,0.6807765782093704
117,【首个图书自助阅读机在理县投入使用】9月10日，理县文体广新局投入33余万元购置的图书自助借阅机经设备安装调试，在理县书香驿站正式投入使用。据介绍，此次启用的图书自助借阅机提供包含政治、经济、文学、科技在内的图书共计650余册，读者仅需携带身份证在借阅机上办理注册后即可借阅图书，每次限借 ????????...展开全文c, 9月12日 15:48,转发,评论,1,微博 weibo.com,FltuD6jQA,0,117,-91,1,0.6842821512522846
118,【阿坝州首例微创经皮肾碎石取石术完成】9月12日上午，一名来自牧区的肾结石患者在阿坝州人民医院经泌尿外科、麻醉科、手术室三个科室的共同配合下，阿坝州首例微创经皮肾碎石取石术成功完成，手术切口为0.5cm、取出直径2.3cm的结石。该手术创伤小，不损伤肌肉、不影响运动功能，最大限度的保留肾功能 ????????...展开全文c, 9月12日 15:47,转发,评论,1,微博 weibo.com,Fltuhctys,0,118,-92,1,0.7363218659697621
119,【阿坝州将开展网络招聘供需对接活动】为深入实施离校未就业大中专毕业生就业促进计划和就业岗位供需对接专项行动，阿坝州人力资源社会保障局将于2017年9月17日至26日开展为期10天的大中专学生毕业季网络招聘暨就业岗位供需对接活动。为节约资源成本，方便供需双方交流洽谈和求职者选择岗位投送求职意 ????????...展开全文c, 9月12日 15:44,转发,1,1,微博 weibo.com,FltsJqBU7,0,119,-93,1,0.7198702447605878
120,【阿坝州发布2017年企业工资指导线】近日，阿坝州发布了2017年企业工资指导线，即年度工资增长水平，基准线为7.5%、上线（预警线）为12%、下线为3%。统筹考虑城镇居民人均可支配收入水平。我州2016年城镇居民人均可支配收入28048元，比上年增长8.1%；今年我州城镇居民人均可支配收入预期增长8%左右，地 ????????...展开全文c, 9月12日 15:41,2,1,5,微博 weibo.com,FltrKhUyS,0,120,-94,1,0.7176974729062617
121,【松潘防治草原虫害15万亩新增鲜草3000吨】近日，松潘县农业畜牧和水务局组织科技人员，深入到该县燕云乡卡龙村和川主寺牧场村指导牧民开展草原虫害防治工作，累计防治草原虫害面积15万亩，有效率达94%以上。草原虫害防治工作的开展，预计可新增鲜草3000吨，可增养1804个羊单位牲畜。 ????????, 9月12日 15:33,转发,评论,3,微博 weibo.com,FltouaB4x,0,121,-95,1,0.7751736642726212
122,【我州完成省下达森林抚育建设任务1.3万亩】9月9日，记者从州林业局获悉，今年，省下达我州林业筑路工程处森林抚育建设任务1.9万亩，作业面积在金川县俄热作业区内，通过近半年施工作业，目前，已完成森林抚育1.3万余亩。下一步，工程处将继续加强森林抚育管理，抓紧实施还未完成的森林抚育任务，确保 ????????...展开全文c, 9月12日 15:30,转发,评论,1,微博 weibo.com,FltnkCrZz,0,122,-96,1,0.7276108438878208
