序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag,dataID,FeatureID,DataSource
264,#九寨沟7.0级地震# 【省、州向“8.8”九寨沟地震灾区划拨救灾党费】近日，省委组织部、州委组织部分别向“8.8”九寨沟地震灾区划拨救灾党费200万元和60万元，用于帮扶救助受灾党员群众，帮助维修重建村党组织活动场所和购置党员教育设备设施等。州委组织部要求，灾区党组织和党员干部要以省委、州委的 ????????...展开全文c, 8月11日 15:10,1,评论,3,iPhone 6s,FgBz16QKL,1,264,75,1
265,#九寨沟7.0级地震#【敬礼！你们辛苦了！】九寨沟7.0级地震后，广州一家游客从九寨沟口安全撤离，途中孩子们向驰援九寨沟的民警敬礼致敬！通往灾区的道路上，一位民警忙着指挥疏导交通，手中泡好的面都来不及吃一口……转发，向每一位救援者、守护者致敬，辛苦了！也请你们注意安全！（央视） ???? ????????...展开全文c, 8月11日 12:02,4,3,30,微博 weibo.com,FgAl2ntqW,1,265,76,1
266,#九寨沟7.0级地震#【震区沿路站满村民，全天举着这张牌】九寨沟地震后，一波又一波当地村民自发聚集在沿路，举着“免费”的牌子，提供食物、水，路过的媒体记者不得不多次表明自己无需再领。L微辣Video的秒拍视频 ????????, 8月11日 12:02,7,3,22,微博 weibo.com,FgAkH5k44,1,266,77,1
267,#九寨沟7.0级地震#【你挡住飞石的那一刻，我决定嫁给你】九寨沟地震发生时，一对浙江小情侣正坐在大巴上。几块飞石突然砸进后车窗，男孩瞬间抱住女孩，“我当时什么都没想，就想着石头别砸到她”，事后，女孩甜蜜地说：“定了明天回家的机票，回去我就嫁给他。”（四川在线） ????????, 8月11日 12:00,转发,2,10,微博 weibo.com,FgAk6sthS,1,267,78,1
268,#九寨沟7.0级地震# 【科学有序组织抗震救灾 扎实有效做好群众工作 争分夺秒打赢抗震救灾攻坚战】8月9日晚，我州在九寨沟召开“8·8”地震州指挥部会议。州委书记刘作明出席会议并讲话，他强调，要始终把抢救生命放在第一要位，争分夺秒开展科学救援、抢救生命，精心组织、全力以赴抓好道路、电力、通信 ????????...展开全文c, 8月11日 11:54,转发,评论,2,微博 weibo.com,FgAhwhAEd,1,268,79,1
269,#九寨沟7.0级地震# 【九寨沟游客陆续抵蓉】10日晚23时35分，记者从成都市交委获悉，8月10日从九寨沟发往成都东站汽车客运站75台客车、2200人左右，截至23:00已有64台车陆续抵达成都东站汽车客运站。另外，今日由阿坝川主寺起运发往成都客车14台、450人，已陆续到达成都，其中5台驶入茶店子客运站，其余 ????????...展开全文c, 8月11日 11:23,转发,评论,1,微博 weibo.com,FgA55DpV6,1,269,80,1
270,#九寨沟7.0级地震# 【最新九寨沟景区灾情信息公布 火花海以上景观无重大损坏】记者从四川省政府新闻办获悉，截至8月10日22时30分，最新“8·8”九寨沟地震灾害抢险救援情况汇总显示，九寨沟景区火花海以上景观无重大损坏，诺日朗瀑布发生部分坍塌，五花海以下目测无较大损害。（来源：川观） ????????, 8月11日 11:21,1,1,4,微博 weibo.com,FgA4eacGN,1,270,81,1
271,#九寨沟7.0级地震# 【九寨沟火花海震前后卫星影像对比图】8月10日17时53分，省测绘地理信息局公布了九寨沟火花海震前震后卫星影像对比图。在该局和省应急测绘指挥中心的统一部署下，8月10日16时10分，省测绘应急保障中心无人机分队紧急获取九寨沟景区和上四寨至甘海子的无人机高分辨率影像。通过地震 ????????...展开全文c, 8月11日 11:16,1,评论,8,微博 weibo.com,FgA2c2NPS,1,271,82,1
272,#九寨沟7.0级地震# 【临时安置点 爱与希望汇聚的地方】8月10日，午饭时间，记者前往漳扎镇安置点探访受灾群众安置情况。远远望见，飘扬的旗帜上醒目的“党员志愿服务队”几个大字，陆续有外地车牌号的应急救援车辆根据旗帜的指引到达漳扎镇安置点。此刻，没有一个外地司机因为道路不熟而走错方向 ????????...展开全文c, 8月11日 11:13,转发,评论,9,微博 weibo.com,FgA14iFAJ,1,272,83,1
273,#九寨沟7.0级地震# 【九寨沟县漳扎镇建“帐篷”派出所】8日晚的一场地震，让九寨沟县漳扎镇派出所成了“危房”。地基下沉、墙面开裂、地下水倒灌。救灾忙碌一夜的民警们回来，从派出所里抢救出来的东西只有一面国旗、一面党旗、一块警徽，以及公章接出警记录本。而这些东西全部转移到了一个简陋的帐篷 ????????...展开全文c, 8月11日 11:12,转发,1,12,微博 weibo.com,FgA0qoLFZ,1,273,84,1
274,#九寨沟7.0级地震#【 九寨沟地震遇难人员名单公布：已有14名遇难者身份确认】九寨沟政府网站发布九寨沟地震遇难者信息，截至8月10日18时，“8.8”九寨沟地震遇难20人，其中已有14名遇难者身份确认，6名遇难者正在核实身份。14名遇难者中，多人为甘肃、湖北、重庆、成都等外地游客，阿坝州本地群众3人。 ????????...展开全文c, 8月11日 09:48,4,5,6,iPhone 6s,Fgzsoe5ph,1,274,85,1
277,发布了头条文章：《#九寨沟7.0级地震#哪怕只有一线希望 也要付出百分之百的努力》 °#九寨沟7.0级地震#哪怕只有一线希望 也要付出... ????????, 8月10日 20:52,1,1,15,微博 weibo.com,FgunFti6Q,1,277,86,1
278,#九寨沟7.0级地震# 【荷叶寨10名被困群众被直升机救出】8曰10日下午4点40分，坐在九寨沟荷叶寨的帐篷里，最后一个乘机离开险境的获救群众蒲长生向记者回忆了过去2天中，一起获救的10位被困群众名单：蒲长生 住在荷叶寨 男那果 住在荷叶寨 女长生 日则管理处地灾监测员兼环卫工 男任贵元 日则管理 ????????...展开全文c, 8月10日 18:19,2,3,12,微博 weibo.com,FgtnvBxm8,1,278,87,1
279,#九寨沟7.0级地震# 【好样的 为酒店工作人员点赞】送走最后一批滞留游客后，今日中午1点，九寨沟天源豪生度假酒店的员工们正在加紧搭建救灾帐篷，60多位员工继续留守在酒店。中午2点50分左右，酒店工作人员在清理酒店房间时，发现6612房间里留有两个皮箱、两只手表、手机、金手镯等贵重物品，以 ????????...展开全文c, 8月10日 18:08,2,4,18,微博 weibo.com,FgtiN7zwQ,1,279,88,1
280,#九寨沟7.0级地震# 【除中查沟—甘海子沿线外 地震灾区已全部恢复供电】记者从四川省政府新闻办获悉，截至目前，除中查沟—甘海子沿线正在进行抢修尚未通电外，地震灾区其余地方基本恢复通电。（来源：川观） ????????, 8月10日 18:05,转发,评论,7,微博 weibo.com,FgthWbDzm,1,280,89,1
281,#九寨沟7.0级地震# 【请广大社会组织和志愿者不要盲目进入灾区】据九寨沟“8.8”地震社会组织和志愿者服务协力中心工作站消息：目前灾区专业救援力量已经饱和，请广大社会组织和志愿者不要盲目进入灾区。请已在当地开展工作的社会组织和志愿者，在结束工作任务后，及时有序撤离。谢谢！（来源：川观） ????????, 8月10日 18:05,6,1,9,微博 weibo.com,FgthH7q1K,1,281,90,1
282,#九寨沟7.0级地震# 【预订九寨沟景区门票车票三种方式退票】为保证游客游览安全，九寨沟景区从8月9日起停止接待游客。网订未取入园票的游客可通过阿坝文旅票务预订网站：阿坝旅游网(O网页链接办理退票。网订已取入园票、现金和自助售票机购买8月9日入园票的游客凭当日景区入园票可在景区沟口 ????????...展开全文c, 8月10日 17:43,3,评论,8,微博 weibo.com,Fgt8RzviW,1,282,91,1
284,#九寨沟7.0级地震# 【九寨沟多数超市餐饮店正常营业 市场供应稳定】8月10日，记者从省食品药品监管局获悉，目前，九寨沟县城内绝大多数超市和餐饮店是开门营业状态，市场供应基本稳定。九寨沟县7.0级地震发生后，省食药监局迅速做出应急响应，成立了“8·8”九寨沟地震抗震救灾食品药品安全应急保障工作 ????????...展开全文c, 8月10日 16:52,转发,评论,4,微博 weibo.com,FgsO5yZzl,1,284,92,1
285,#九寨沟7.0级地震# 【九寨沟民族风情文化广场临时安置点的游客和群众基本撤离完毕】中午1点，九寨沟县城九寨沟民族风情文化广场临时安置点的1800余名游客和群众已基本全部撤离完毕。经过环卫工人的打扫，广场上干干净净。（来源：川观） ????????, 8月10日 16:07,2,评论,18,微博 weibo.com,FgsvZeNll,1,285,93,1
286,#九寨沟7.0级地震# 【3小时内7架次直升机运送16名群众】14点32分彭丰直升机场迎来第7架直升飞机，带走两名群众，至此，从12时50分第一架直升机降落，不到3小时的时间里，7架直升机已经运送了19人离开，其中16名为搜救人员在日则保护站找到的荷叶寨村群众。据悉，目前荷叶寨村还有4名失联人员，部队官兵 ????????...展开全文c, 8月10日 16:04,1,1,9,微博 weibo.com,FgsuDmTUJ,1,286,94,1
287,#九寨沟7.0级地震#【九寨沟地震已致20人死亡】 接九寨沟县应急办书面报告，经初步核查，截至8月10日12时，“8·8”九寨沟7.0级地震已致20人死亡（其中游客6人，本地群众2人，未查明身份12人），431人受伤(重伤18人，其中17名重症伤员已转移至成都、绵阳救治，1名重伤员暂在松潘县医院救治。（阿坝州政府 ????????...展开全文c, 8月10日 13:39,7,6,6,iPhone 6s,FgrxO5exX,1,287,95,1
288,#九寨沟7.0级地震#【九寨沟县彭丰村村民自发为救援人员免费提供饭菜】 8月10日上午10时，九寨沟县漳扎镇彭丰村村民在自己受灾的情况下，自发组织为来救援的人员免费提供饭菜。他们说：“因自家房屋受损不敢回家取肉，他们所能提供的只有自己地里现摘的蔬菜等制作简单饭菜。”（阿坝日报全媒体报道组） ????????, 8月10日 12:08,转发,1,21,iPhone 6s,FgqWObAqD,1,288,96,1
289,#九寨沟7.0级地震# 【九寨沟县已组织80辆大巴车 不留下一名想走的游客和群众】虽然景区和震中地区的旅客和群众已经撤离完毕，但是在九寨沟县城的九寨沟民族风情文化广场临时安置点，依然有1800余人等待撤离。据九寨沟县县长陶钢介绍，他们大多是县城附近的务工人员，从昨天下午开始陆续抵达县城，截至 ????????...展开全文c, 8月10日 11:57,7,5,36,微博 weibo.com,FgqSvCwqV,1,289,97,1
290,#九寨沟7.0级地震# 【九寨沟县城生肖广场有序撤离】上午，记者在九寨沟县城生肖广场看到，游客和群众正在有序撤离，他们将统一撤离到广元。截止11时许，今天已经撤离10辆大巴，目前广场上人群已全部撤离完。（来源：川观） ????????, 8月10日 11:52,转发,2,13,微博 weibo.com,FgqQhkYGJ,1,290,98,1
291,#九寨沟7.0级地震# 【九寨沟地震中两起谣言的造谣者已被查处】九寨沟牵动着全国人民的心。然而就在地震发生两小时后，各地关于地震的谣言也纷纷在自媒体上发酵。目前，涉及九寨沟地震的两起谣言造谣者已被警方查处。一、造谣【四川地震局发布余震预警】西安警方已将此条谣言始作蛹者抓获！二、造谣【紧 ????????...展开全文c, 8月10日 10:33,18,13,34,微博 weibo.com,FgqkfCjqg,1,291,99,1
292,#九寨沟7.0级地震#????【九寨沟县地震致19死 5万余名游客已全部转移】记者从四川省政府新闻办获悉，截至8月9日22时，“8.8”九寨沟7.0级地震已致19人死亡，343人受伤，其中重伤13人，较重21人，轻伤309人，已转院19人。省道301线3处断道均已抢通便道；17个乡（镇）已恢复供电；50000余名游客（含126名外 ????????...展开全文c, 8月10日 09:41,3,1,8,微博 weibo.com,FgpZ4b7iW,1,292,100,1
293,#九寨沟7.0级地震# 【松潘到九寨沟多处恢复语音通信】全力保障灾区通信通畅，恢复基站129个，完成2G基站扩容小区34个，新增3G基站小区通道8个，设置免费服务点9个、免费平安电话11部，开通应急通信车1部，开通7*24应急指挥视频调度系统，布放临时光缆23公里，抢通通信光缆18皮长公里，松潘—弓杠岭—九 ????????...展开全文c, 8月9日 23:12,4,8,13,iPhone 6s,FglS2mPY2,1,293,101,1
294,#九寨沟7.0级地震# 【九寨沟地震受伤人员增至343人】截至8月9日22时10分，死亡19人（其中游客6人，本地群众2人，未查明身份11人），受伤人员增至343人（重伤13人，其中危重2人）。目前，省道301线3处断道（K79、K83、K98）均已抢通便道，17个乡（镇）全部恢复供电；全县范围内排查复核原有隐患点227处 ????????...展开全文c, 8月9日 23:09,9,9,14,iPhone 6s,FglQvhEiM,1,294,102,1
295,#九寨沟7.0级地震# 【滞留在漳扎镇的游客已全部疏散转移】据川报观察 记者8月9日22时从四川省旅游发展委员会获悉，他们9日凌晨1点起紧急召开2次抗震救灾工作专题会，强化了24小时应急值班值守制度，并要求各级旅游部门进一步做好省内外旅游团队和游客的核查工作，确保所有游客及时疏散转移。截止9日下 ????????...展开全文c, 8月9日 22:45,8,26,9,微博 weibo.com,FglGWvA6S,1,295,103,1
296,#九寨沟7.0级地震# 【36个医疗救助点为震区撤离人员护航】8月9日，记者从绵阳市卫生计生委获悉，九寨沟地震发生后，绵阳市卫生计生委随即制定《“8.8”九寨沟地震灾区游客撤离沿途医卫保障方案》，要求绵九环线沿线医疗机构负责提供医疗救助服务，共设置医疗救助点36个，救助点共安排医护人员142人。（ ????????...展开全文c, 8月9日 22:33,转发,评论,8,微博 weibo.com,FglCd3HMz,1,296,104,1
